Issuer Name,Industry,Debt to Equity,EBITDA Margin,Interest Coverage,Issue Size (₹Cr),DefaultFlag,Final Rating
Shiv Shakti Construction Company,Civil Construction,6.70,0.00,2.33,8.5,No,B
SS Wellness Centre,Healthcare Service Provider,23.58,0.00,5.64,7,No,B
Sasi Educational Society,Education,-9.84,0.00,0.09,9.1,No,B
Nahar Logistics Park Pvt Ltd,Diversified Commercial Services,2.25,0.00,3.08,12,No,B
Hyagreeva Hotels & Resorts Private Limited,Hotels & Resorts,2.14,0.00,0.52,16.37,No,B
Anand Frozen Foods,Food Storage Facilities,4.16,0.00,1.98,9.42,No,B
Shri Bankey Bihari Educational Trust,Education,1.75,0.00,1.67,9.5,No,B
Shree Aradhana Educational & Charitable Trust,Education,1.54,0.00,-1272.10,9.84,No,B
Angel Fabrics Pvt. Ltd.,Garments & Apparels,3.67,0.00,1.24,3.53,No,B
Gomtesh Ginning and Pressing Pvt. Ltd.,Other Textile Products,3.86,0.00,1.40,14,No,B
Micro CNC Technologis Pvt Ltd,Industrial Products,4.08,0.00,1.92,9.26,No,B
Sheel Chand Flour Mills Pvt. Ltd,Other Agricultural Products,12.27,0.00,0.93,6,No,B
Shri Annapurna Rice Mills,Other Food Products,6.87,0.00,1.09,6,No,B
Ganesh Ginning Factory,Other Textile Products,2.30,0.00,1.20,9.5,No,B
Lakshya Agro Industries,Other Food Products,2.13,0.00,2.37,6.05,No,B
Neycer Jalaa Pvt Ltd,Breweries & Distilleries,-14.00,0.00,1.99,10,No,B
Sri koduri Automobiles,Auto Dealer,2.14,0.00,1.43,8.5,No,B
Balaji Enterprises,Other Agricultural Products,1.41,0.00,8.36,5,No,B
Shree Sawariya Foods Pvt. Ltd.,Other Agricultural Products,6.43,0.00,0.80,12.31,No,B
Somnath Ginning Pressing Pvt. Ltd.,Other Textile Products,0.85,0.00,1.49,13.5,No,B
Kundan Singh Prem Singh Jamnal,Civil Construction,0.68,0.00,1.59,6,No,B
MPTJ Commodities Pvt Ltd,Trading & Distributors,2.20,0.00,4.02,35,No,B
Jalaram Flexo Laminates Pvt. Ltd.,Packaging,3.33,0.00,1.68,11.58,No,B
Soora Jewellers ,"Gems, Jewellery And Watches",2.02,0.00,0.59,5.87,No,B
SNG Exim Private Limited,Other Food Products,7.62,0.00,1.74,30,No,B
Vaibhav Cotton Industries,Other Textile Products,1.87,0.00,2.84,5.75,No,B
Vaibhav Laxmi Exports Pvt Ltd,Trading & Distributors,9.23,0.00,-0.24,19,No,B
Uniteed Poly Packs Pvt Ltd,Other Textile Products,2.16,0.00,4.18,5.25,No,B
Vasavi Farms,Meat Products including Poultry,23.87,0.00,1.79,12.1,No,B
Maa Tara Cold Storage ,Food Storage Facilities,0.69,0.00,3.98,6.55,No,B
Shree Jagdamba Flour Mills Pvt. Ltd,Other Agricultural Products,4.01,0.00,1.36,7,No,B
Gold Metal Extrusion,"Aluminium, Copper & Zinc Products",1.98,0.00,1.41,5.5,No,B
Indo Products,Iron & Steel Products,4.66,0.00,1.16,6,No,B
Nimma Narayan Engineers & Contractors,Civil Construction,1.15,0.00,4.94,15,No,B
Kausthubha Project Pvt. Ltd.,Real Estate related services,4.79,0.00,1.50,43,No,B
Radha Raman Spices,Other Agricultural Products,2.73,0.00,0.94,12,No,B
Sreedevi Digital Systems Pvt. Ltd.,Media & Entertainment,0.66,0.00,12.02,8,No,B
Pabros Spices Pvt. Ltd,Other Agricultural Products,11.85,0.00,0.90,6.5,No,B
Hoin Mal Sons Enterprises Pvt. Ltd.,Iron & Steel,3.00,0.00,2.15,19.4,No,B
Yadav Rice Mills,Other Agricultural Products,4.66,0.00,1.85,9.75,No,B
Sobhagya Hospital and Research Centre Pvt. Ltd.,Hospital,0.98,0.00,5.61,20.51,No,B
Swiss Ribbons Pvt. Ltd.,Other Textile Products,3.02,0.00,2.47,21.5,No,B
Bhagwan Das Ramesh Chand Jain,Other Agricultural Products,9.28,0.00,0.36,12,No,B
Naduvile Idom Hospitality Pvt. Ltd.,Hotels & Resorts,1.71,0.00,2.50,7.65,No,B
Amita International,Petrochemicals,3.84,0.00,1.27,6,No,B
Glorious Mediscience India Pvt. Ltd.,Aluminium,31.28,0.00,1.06,8.5,No,B
Sai Enterprises,Trading - Minerals,2.36,0.00,1.85,6,No,B
Bhisham Ramani Properties Pvt. Ltd.,"Residential, Commercial Projects",6.22,0.00,2.28,6.5,No,B
Raj Jewels,"Gems, Jewellery And Watches",1.17,0.00,1.28,7.5,No,B
Ultimate Chem India Pvt. Ltd.,Dyes And Pigments,1.04,0.00,1.40,7,No,B
Umashree Rice Mills Pvt. Ltd.,Other Food Products,2.51,0.00,2.50,12,No,B
Emgee Infrastructure Holdings (India) Pvt. Ltd.,Civil Construction,1.44,0.00,2.59,24,No,B
Vee Kay Foods,Other Agricultural Products,12.47,0.00,1.85,9.9,No,B
Neo Power Electronics & Projects Pvt. Ltd.,Industrial Products,2.34,0.00,2.44,7.08,No,B
Virendra Jewels Pvt. Ltd.,"Gems, Jewellery And Watches",4.33,0.00,1.40,9,No,B
Sathavahana Breeding & Hatcheries Pvt. Ltd.,Meat Products including Poultry,1.90,0.00,1.80,8,No,B
Jagadheswari Tobaccos Pvt. Ltd.,Cigarettes & Tobacco Products,1.93,0.00,1.85,8.1,No,B
Dhaja Ram Jai Dev,Trading & Distributors,6.46,0.00,0.37,20,No,B
Sri Varalakshmi Rice Industries,Other Agricultural Products,4.70,0.00,1.32,12,No,B
G P Ladda Industries ,Other Textile Products,1.50,0.00,2.99,11,No,B
Smilax Psyllium Impex Co,Other Agricultural Products,0.96,0.00,1.96,8.32,No,B
Shine Enterprise,Other Agricultural Products,3.74,0.00,1.59,6.5,No,B
Vaibhav Laxmi Industries,Other Textile Products,1.49,0.00,1.15,19.7,No,B
Rishav Exports,Garments & Apparels,10.16,0.00,1.40,9.85,No,B
Shashi Foods India Pvt. Ltd.,Other Agricultural Products,0.73,0.00,0.07,10,No,B
ML Kushwah Ice & Cold Storage Pvt Ltd,Food Storage Facilities,1.93,0.00,0.96,5.72,No,B
Joy Bharat Oil Industries,Edible Oil,1.48,0.00,1.37,6,No,B
Kapoor Oil Industries,Other Textile Products,1.78,0.00,0.86,7,No,B
Navin Meditech Private Limited,Hospital,2.76,0.00,-5.89,14,No,B
Pancharatna Buildcon Pvt Ltd,"Residential, Commercial Projects",-861.28,0.00,1.15,30,No,B
Reckon Organics Pvt Ltd,Pharmaceuticals,3.59,0.00,5.08,9.06,No,B
Ama Industries Private Limited,Explosives,4.14,0.00,1.08,10,No,B
RS Rice Mill Pvt Ltd (UP),Other Agricultural Products,1.06,0.00,2.86,6.5,No,B
K B Syncotex Pvt Ltd,Other Textile Products,4.05,0.00,1.52,10,No,B
Sardar Jewellers,"Gems, Jewellery And Watches",7.69,0.00,1.36,9,No,B
Hadoti Rice Mill,Other Agricultural Products,7.34,0.00,1.46,5.58,No,B
Paresh Rice & Pulse Mills,Other Agricultural Products,4.24,0.00,1.48,7,No,B
K.S.Patel & Sons,Forest Products,2.15,0.00,1.12,15,No,B
Patel Plywoods & Timbers,Forest Products,2.32,0.00,1.36,15,No,B
Patel Wood Works,Forest Products,3.09,0.00,1.26,15,No,B
TIM India Exim,Forest Products,2.10,0.00,1.58,15,No,B
Bhavani Plywoods & Timbers,Forest Products,2.42,0.00,1.21,15,No,B
Global Trading Company,Forest Products,2.02,0.00,1.58,15,No,B
Gokul Rice Industries,Other Agricultural Products,3.55,0.00,1.10,7.75,No,B
Arneja Carriers Pvt Ltd,Logistics Solution Provider,13.60,0.00,0.99,9.63,No,B
Shri Vardhman Rice Mills Pvt. Ltd,Other Agricultural Products,15.12,0.00,1.23,15.9,No,B
Jaipuria Infrastructure Developers Pvt. Ltd.,"Residential, Commercial Projects",2.15,0.00,1.21,30,No,B
Creative Polyfilms Ltd.,Iron & Steel,2.03,0.00,1.93,34.74,No,B
Iswarya Knit Fabs,Garments & Apparels,0.95,0.00,2.21,11.11,No,B
Rajasree Motors Pvt. Ltd,Auto Dealer,7.99,0.00,0.89,5.5,No,B
Bhawaal Spinners Pvt. Ltd.,Other Textile Products,6.36,0.00,2.32,7.5,No,B
Champion Elcom Pvt. Ltd,Cables - Electricals,21.35,0.00,0.78,8.32,No,B
Kalinagar Tea & Agro Co. Private Limited,Tea & Coffee,2.17,0.00,1.93,11.35,No,B
Pargati Feeds,Animal Feed,8.33,0.00,1.73,14.5,No,B
Intech DMLS Pvt. Ltd,Diversified Commercial Services,4.70,0.00,-0.70,19.42,No,B
Maa Annapurna Agritech Pvt Ltd,Food Storage Facilities,2.81,0.00,0.99,4,No,B
Biscuit Basket Foods Pvt Ltd,Other Food Products,3.15,0.00,-1696.83,5,No,B
Chunilal Chhaganlal,Other Agricultural Products,5.52,0.00,1.13,7.45,No,B
Vahidkhan Zahurkhan Pathan,Other Agricultural Products,1.16,0.00,2.06,15,No,B
Jai Bajrangi Rice Mills,Other Agricultural Products,2.56,0.00,2.59,9,No,B
Saraswati Rice Industries,Other Agricultural Products,5.10,0.00,1.39,6.25,No,B
Prime Industry,Auto Components & Equipments,5.74,0.00,1.76,10,No,B
Runwal Agritech Pvt Ltd,Food Storage Facilities,0.73,0.00,1.83,8.09,No,B
Hotel Heevan Resorts,Hotels & Resorts,5.16,0.00,2.10,12.3,No,B
Bharat Steel Rolling Mills,Iron & Steel Products,37.89,0.00,2.95,20.21,No,B
BVR Tech and Engineers,Civil Construction,1.72,0.00,1.79,5.5,No,B
Shubh Laxmi Ferrum Pvt Ltd,Trading & Distributors,4.50,0.00,1.12,15,No,B
Roopa Electricals,Civil Construction,0.99,0.00,1.29,6,No,B
Shankare Gowda,Civil Construction,2.43,0.00,3.21,6,No,B
Perfect Electricals,Heavy Electrical Equipment,1.33,0.00,1.59,6.12,No,B
Adarsha Global Build Projects Pvt Ltd.,Civil Construction,23.36,0.00,-1.40,6,No,B
Aditya Nonwoven Fabrics Pvt Ltd,Other Textile Products,1.49,0.00,2.13,12,No,B
Foodville Overseas Pvt. Ltd,Dairy Products,1.08,0.00,-0.47,7.95,No,B
Litchica Products Pvt Ltd,Other Agricultural Products,0.13,0.00,8.03,10.5,No,B
Balaji Associates,Forest Products,0.46,0.00,1.67,31,No,B
Patidar Wood Works,Forest Products,1.18,0.00,1.29,17.5,No,B
Surya Agencies,Forest Products,0.89,0.00,1.70,25,No,B
Surya Timber Traders,Forest Products,1.49,0.00,1.29,34,No,B
Shivpuri Warehouse Corporation,Civil Construction,1.33,0.00,1.92,10.25,No,B
AD Trading Co.,Trading & Distributors,2.49,0.00,0.99,8,No,B
Saryu Agro Food Products Pvt Ltd,Other Food Products,3.15,0.00,0.01,12,No,B
Jawan Mining & Construction Equipments Pvt Ltd,Other Construction Materials,3.05,0.00,1.63,8.9,No,B
RK Pulses Private Limited,Other Agricultural Products,11.61,0.00,3.44,10,No,B
ESSI Integrated Technologies Pvt Ltd.,Diversified Commercial Services,0.09,0.00,2.10,10,No,B
Veeraiah Solvents Pvt Ltd,Edible Oil,3.66,0.00,1.26,7.5,No,B
Shanker Forge Pvt. Ltd.,Iron & Steel Products,3.97,0.00,2.96,4,No,B
Jalaram Flexo Laminates Pvt. Ltd.,Packaging,2.48,0.00,1.38,11.03,No,B
Suraj Cropsciences Pvt. Ltd.,Other Agricultural Products,2.95,0.00,1.81,9.99,No,B
S S S Enterprises,Other Agricultural Products,3.01,0.00,1.81,3,No,B
SC Jain Construction Pvt Ltd,Civil Construction,1.42,0.00,2.49,19.25,No,B
Asarfi Hospital Limited,Pharmaceuticals,1.12,0.00,2.98,10,No,B
Shree Kripa Agro,Diversified FMCG,1.38,0.00,1.26,25,No,B
Mahadev Forge Pvt. Ltd.,Castings & Forgings,1.12,0.00,2.92,6.29,No,B
Maa Kaila Devi Cold Storage,Food Storage Facilities,1.33,0.00,2.25,5,No,B
Chandulal Chandrakar Memorial Hospital Pvt Ltd,Hospital,13.15,0.00,3.58,106.64,No,B
PB Karigowda,Civil Construction,0.60,0.00,4.37,5.7,No,B
Jesmajo Industrial Fabrications Karnataka Pvt. Ltd.,LPG/CNG/PNG/LNG Supplier,0.61,0.00,5.21,9.5,No,B
Tia Technology (India) Pvt Ltd,Industrial Products,2.44,0.00,3.97,10,No,B
Vama Construction Company,Civil Construction,1.84,0.00,1.82,6,No,B
Banmore Electricals Pvt Ltd,Other Electrical Equipment,10.86,0.00,4.23,10.4,No,B
Cosmic Power Solutions Ltd.,Power Generation,4.61,0.00,2.77,23,No,B
D M Cotton Industries,Other Textile Products,1.96,0.00,1.12,6.5,No,B
DTMG Packaging Pvt. Ltd.,Packaging,2.83,0.00,2.56,8.75,No,B
Govindam Texfab Pvt. Ltd,Other Textile Products,0.99,0.00,4.58,8,No,B
Rijan Educational Society,Education,0.21,0.00,-4.78,6,No,B
Aar Enn Poultries,Meat Products including Poultry,5.05,0.00,5.96,8.25,No,B
Kapoor Oil Industries,Other Textile Products,1.76,0.00,0.93,6.57,No,B
Dee Dee Cars Pvt Ltd,Auto Dealer,11.31,0.00,1.47,13,No,B
Sanskriti Mobitech Pvt Ltd,Distributors,5.77,0.00,1.47,10,No,B
KT Enterprises,Civil Construction,0.51,0.00,4.46,40,No,B
Davendra Feeds India Pvt Ltd,Animal Feed,3.61,0.00,1.54,10.16,No,B
Siddheswar Constraction Company,Civil Construction,3.14,0.00,15.78,9,No,B
Pearl Ports & Warehousing Pvt Ltd,Logistics Solution Provider,4.58,0.00,-2.53,7,No,B
J D Ispat Pvt. Ltd,Diversified Metals,3.69,0.00,0.10,19,No,B
Varsha Construction,Civil Construction,1.26,0.00,2.91,8,No,B
Pragati Marine Services Pvt Ltd,Shipping,3.85,0.00,1.85,20,No,B
Encore Projects Pvt. Ltd.,Industrial Products,3.00,0.00,1.39,6.58,No,B
Hindustan Organic Chemicals Ltd.,Commodity Chemicals,0.27,0.00,-2.88,112.1,No,B
Starchem Polytrade Pvt. Ltd.,Other Textile Products,46.09,0.00,6.50,15,No,B
Ambuja Ginning Pressing and Oil Company Pvt. Ltd.,Other Textile Products,14.14,0.00,1.92,9.5,No,B
Ess Ess Kay Engineering Co. Pvt. Ltd.,Consumer Electronics,1.31,0.00,1.65,28.62,No,B
Trans Metalite India Ltd,Civil Construction,12.12,0.00,2.32,13.41,No,B
Raj Construction,Civil Construction,2.79,0.00,2.18,7.5,No,B
Bonafide Arts Pvt. Ltd,Iron & Steel Products,4.08,0.00,1.37,8.2,No,B
Shreeji Fuels and Chemicals,Trading & Distributors,-110.99,0.00,-0.22,8,No,B
Swarna Academy of Sciences,Education,0.76,0.00,2.16,6.6,No,B
Chaitra Civil Ventures LLP (erstwhile Chaitra Industries),Civil Construction,4.53,0.00,1.69,32.17,No,B
Tirupati Plaza Pvt Ltd,"Residential, Commercial Projects",2.49,0.00,-2.64,16,No,B
Rohit Agro Seeds Sales Corporation,Other Agricultural Products,3.88,0.00,1.51,5.5,No,B
Aqsa Polypack Pvt. Ltd,Specialty Chemicals,4.84,0.00,2.25,12.33,No,B
Byrnihat Coal Pvt Ltd,Coal,2.42,0.00,0.87,7,No,B
Reliance Industrial Consortium Ltd,Auto Components & Equipments,9.89,0.00,-0.56,7.1,No,B
Sri Palanimurugan Modern Rice Mill,Other Agricultural Products,3.04,0.00,1.37,8,No,B
Besto Tradelink Pvt Ltd,Other Food Products,1.38,0.00,1.60,20,No,B
DSM Poultry & Feeds,Animal Feed,2.87,0.00,2.86,7.5,No,B
B L Steel Industries,Civil Construction,-13.70,0.00,6.03,7.14,No,B
D N Singal,Civil Construction,0.80,0.00,3.79,5.61,No,B
Suchitra Education Trust,Education,-1.51,0.00,-0.18,3.05,No,B
Icon Cars Pvt Ltd,Auto Dealer,24.55,0.00,1.16,12.25,No,B
Sri Thirumala Paraboiled Rice Industries,Other Agricultural Products,3.07,0.00,0.98,5,No,B
Indrani Steels Pvt Ltd,Trading & Distributors,0.56,0.00,4.43,8.5,No,B
Shree Sawariya Foods Pvt Ltd,Other Agricultural Products,6.43,0.00,0.80,14,No,B
Sri Jai Balaji Steel Rolling Mills Pvt Ltd,Iron & Steel Products,1.90,0.00,0.14,13.5,No,B
Upkar Tex Fab,Garments & Apparels,9.38,0.00,1.22,5,No,B
CBM Hospital & Research Center,Hospital,1.98,0.00,-0.51,7.2,No,B
Sri Venkateswara Rice Industry-Gandepalli,Other Agricultural Products,0.93,0.00,-0.32,7.15,No,B
Ankit Electro Grating,Iron & Steel Products,13.01,0.00,1.51,8.1,No,B
Rahul Ferromet & Engineering Pvt Ltd,Industrial Products,2.49,0.00,1.97,19.63,No,B
Quro Vitrified Pvt. Ltd,Ceramics,1.46,0.00,3.48,27,No,B
Kunal Cotton Industries,Other Textile Products,1.91,0.00,1.20,10,No,B
Noel Pharma (India) Pvt Ltd,Pharmaceuticals,2.19,0.00,2.36,35,No,B
Roopam Silk International,Trading - Textile Products,1.67,0.00,1.13,6,No,B
Rubicon Inspection Systems Pvt Ltd,Diversified Commercial Services,0.54,0.00,4.67,7,No,B
Vaibhav Laxmi Industries,Other Textile Products,2.77,0.00,1.98,19.7,No,B
Real Agro Foods,Other Agricultural Products,8.20,0.00,3.06,5.46,No,B
STG Educational & Cultural Charitable Trust,Education,4.37,0.00,2.70,13.7,No,B
Atul Traders,Other Food Products,9.57,0.00,1.06,17,No,B
R N Cold Storage & Ice Factory,Diversified Commercial Services,1.82,0.00,1.46,7.63,No,B
Gyan Cirkitronics Pvt. Ltd,Other Electrical Equipment,5.84,0.00,1.55,5.5,No,B
Mahadev Prestressed Products Pvt Ltd,Civil Construction,-42.05,0.00,0.63,15.5,No,B
R P Dhiman,Civil Construction,0.93,0.00,1.90,6,No,B
Anant Intercontinental Pvt Ltd,Trading & Distributors,7.25,0.00,0.64,10,No,B
Shri Shanker Gauri Agro Product Private Limited,Other Agricultural Products,3.76,0.00,1.68,28.91,No,B
Aarya Fash Tex Pvt Ltd,Other Textile Products,1.02,0.00,2.10,15.1,No,B
Vijaypandiyan Textiles Pvt. Ltd.,Other Textile Products,0.80,0.00,5.60,18.59,No,B
Mother Earth Environ Tech Pvt Ltd,Waste Management,1.95,0.00,4.29,27.45,No,B
Ganpati Steel Suppliers,Iron & Steel Products,0.73,0.00,0.88,4.5,No,B
Sai Balaji Industries,Other Textile Products,4.12,0.00,2.32,9,No,B
Warmer World LLP,Other Textile Products,0.44,0.00,0.03,15.09,No,B
K N Goyal Ice & Cold Storage (P) Ltd,Diversified Commercial Services,2.04,0.00,0.75,5.27,No,B
Gravity Concrete Solutions Pvt Ltd,Civil Construction,14.73,0.00,1.23,17.95,No,B
SIPL Textiles Pvt Ltd,Other Textile Products,1.99,0.00,-0.04,7.05,No,B
Al Jalil Exports,Electrodes & Refractories,1.05,0.00,-31.78,9,No,B
Sumanglam Wood Products India Pvt Ltd,Trading & Distributors,4.43,0.00,1.27,11,No,B
Uniteed Poly Packs Pvt Ltd,Other Textile Products,1.39,0.00,5.42,5.25,No,B
Ashish Vessel Demolition Pvt. Ltd,Ship Building & Allied Services,0.30,0.00,-0.58,30,No,B
Balaji Agro Foods,Packaged Foods,6.80,0.00,0.89,8.6,No,B
Devbhoomi Pulp & Paper Industries Pvt Ltd,Paper & Paper Products,1.92,0.00,-0.16,7.5,No,B
West Hill Coffee Pvt Limited,Other Agricultural Products,2.19,0.00,7.80,12.5,No,B
P K Infratech,Civil Construction,1.74,0.00,4.13,6,No,B
MP Ceramics World,Ceramics,20.12,0.00,2.75,10,No,B
Ganesh Agro Pack Pvt Ltd,Petrochemicals,3.22,0.00,1.33,5.82,No,B
Anusri Cashewes,Other Food Products,47.08,0.00,1.81,29.43,No,B
Sri Kukke Subramanyeshwara Traders,Logistics Solution Provider,7.02,0.00,2.78,7,No,B
Green Valley Steel Rolling Mills,Iron & Steel Products,3.54,0.00,-0.13,12.37,No,B
Kids Impex,Garments & Apparels,1.70,0.00,1.26,11.6,No,B
Srinivasa Cashews,Other Agricultural Products,2.13,0.00,1.63,10,No,B
Redhu Farms Pvt. Ltd.,Meat Products including Poultry,-21.00,0.00,2.96,27,No,B
Paradise Sanitary Ware Pvt. Ltd.,Ceramics,4.28,0.00,1.96,5.35,No,B
Sun Fabrics,Other Textile Products,0.75,0.00,1.50,6.23,No,B
Bansal Agro Industries,Other Textile Products,8.72,0.00,1.03,9,No,B
Berrybake Food Industries,Packaged Foods,3.61,0.00,2.73,8.98,No,B
Goel Industries,Other Agricultural Products,5.75,0.00,1.64,7,No,B
Ahmad Rice Mills,Other Agricultural Products,7.97,0.00,1.16,15,No,B
Siddhraj Infrabuild Pvt. Ltd.,Civil Construction,2.44,0.00,2.73,5.5,No,B
Accrete Health Care Pvt. Ltd.,Hospital,23.32,0.00,2.77,8.98,No,B
G.S. Automobiles,Auto Dealer,1.87,0.00,1.50,5.5,No,B
Shiva Enterprises,Civil Construction,1.55,0.00,1.84,7,No,B
A.P.R Ginn & Pressing Mills,Other Textile Products,2.30,0.00,1.47,5,No,B
Gourmet Empire Pvt Ltd.,Other Food Products,1.95,0.00,2.56,11.64,No,B
Sri Ranganathar Mills,Other Textile Products,2.26,0.00,1.36,5,No,B
Holistic Remedies Pvt. Ltd.,Pharmaceuticals,5.91,0.00,1.59,5.5,No,B
Arnav Renewable Energy Pvt. Ltd.,Power Generation,-1.23,0.00,3.66,8.5,No,B
Annur Annamalaiar Spinning Mills (P) Ltd.,Other Textile Products,1.48,0.00,1.78,10,No,B
AN Royal Engineering India Pvt. Ltd.,Cables - Electricals,3.40,0.00,2.50,10,No,B
Jagannathan Engineering Works,Castings & Forgings,2.74,0.00,-1.47,6.2,No,B
Seagul Nuts N Spices,Other Food Products,6.16,0.00,1.23,7,No,B
Anuradha  Enterprises,Other Agricultural Products,9.74,0.00,1.02,5,No,B
The Nimar Educational Society,Education,1.09,0.00,2.64,5.96,No,B
Rainbow Fabpack LLP,Other Textile Products,64.69,0.00,0.71,8.07,No,B
Gopimal Kaur Sain Industries Pvt Ltd,Other Textile Products,3.88,0.00,1.88,28,No,B
Swarnaa Techno Constructions Pvt. Ltd.,Civil Construction,3.26,0.00,1.73,20.7,No,B
Blue Ocean Marine,Other Agricultural Products,2.63,0.00,2.28,6.83,No,B
Mahadev Cold Storage-Deesa,Food Storage Facilities,2.26,0.00,1.92,6.97,No,B
Jai Baba Construction,Civil Construction,1.02,0.00,2.22,5.9,No,B
Indian Tropical Agro Products Pvt Ltd,Other Agricultural Products,5.87,0.00,1.27,12.5,No,B
Rapid Products,Auto Components & Equipments,2.22,0.00,1.76,8.6,No,B
Jahir Impex,Iron & Steel Products,8.58,0.00,1.22,13,No,B
"G. Hanumantha Rao, G. Nagarjuna & G. Ravi Kumar","Residential, Commercial Projects",2.31,0.00,1.49,11,No,B
Sri Soma Sai Agencies,Auto Dealer,1.15,0.00,-0.42,9.5,No,B
Salasar Balaji Cold Storage,Food Storage Facilities,2.13,0.00,2.30,7,No,B
Bhagwati Agro Foods,Other Agricultural Products,2.61,0.00,1.51,6.5,No,B
Topnotch Chemicals Pvt. Ltd,Dyes And Pigments,3.45,0.00,2.90,6.5,No,B
Guru Nanak Rice Mill (Bilaspur),Other Agricultural Products,11.75,0.00,2.38,9,No,B
SMS Constructions,Civil Construction,2.45,0.00,3.06,12,No,B
Palak Alloys Pvt. Ltd,Iron & Steel Products,-5.50,0.00,-3.38,22.26,No,B
Bhagyaraj Industries,Petrochemicals,1.17,0.00,2.55,5,No,B
Kailash & Co.,Other Agricultural Products,6.19,0.00,1.68,7,No,B
Pappu Pooja Bhiwani Feed Pvt Ltd,Animal Feed,2.36,0.00,5.27,8.16,No,B
J.K. Powers,Electric Utilities,0.45,0.00,6.67,5.75,No,B
Rajan Poultry & Breeding Farms ,Meat Products including Poultry,3.26,0.00,1.88,12.85,No,B
Sri Mahalakshmi Construction Ventures,"Residential, Commercial Projects",0.06,0.00,2.31,6,No,B
Delta Ceramics,Ceramics,3.95,0.00,1.47,29,No,B
R.K. Plywood,Forest Products,1.06,0.00,-0.02,9.5,No,B
Shree Shyam Ji Rice Mill,Other Agricultural Products,6.67,0.00,1.28,7.5,No,B
Budding Brains International School,Education,35.88,0.00,0.48,13.3,No,B
Vinayaka Agro,Other Agricultural Products,33.78,0.00,2.05,7.5,No,B
Vinayak Cottex,Other Textile Products,2.67,0.00,1.47,6.41,No,B
R. Ramasamy Gounder & Sons Sri Vel Murugan Sago Factory,Other Agricultural Products,0.39,0.00,1.69,8.3,No,B
Prashanth Poultry Pvt. Ltd,Other Agricultural Products,7.63,0.00,1.03,19,No,B
NeedhiShree Buildcon (P) Ltd.,"Residential, Commercial Projects",3.35,0.00,-0.23,10,No,B
Shamko Exim Pvt. Ltd.,Granites & Marbles,1.01,0.00,-0.13,13,No,B
Graffiti India Pvt Ltd,Ceramics,2.10,0.00,1.50,15,No,B
Sai Infra,Civil Construction,-3.43,0.00,3.38,8,No,B
Surat Wovensacks Industries LLP,Other Textile Products,5.72,0.00,1.34,11.95,No,B
Shri Kollur Mookambika Industries,Other Textile Products,5.66,0.00,1.42,6,No,B
Ashtech Buildpro India Pvt.Ltd,Civil Construction,7.30,0.00,1.44,15,No,B
Gita Met Industries,Other Textile Products,0.93,0.00,11.05,18.77,No,B
Aditya MotoCorp Pvt. Ltd,Auto Dealer,-310.78,0.00,0.27,8.85,No,B
Masuvic Indsup Pvt. Ltd.,Other Construction Materials,2.51,0.00,1.83,11,No,B
Karan Automobiles (A unit of Bikaner Distributer's Pvt. Ltd),Auto Dealer,3.22,0.00,0.89,6.8,No,B
Ankita Poultry Feeds,Meat Products including Poultry,3.37,0.00,3.48,7.36,No,B
Ranjit Metals Industries,Diversified Metals,3.90,0.00,1.52,8,No,B
Raghu Exports (India) Pvt. Ltd,Trading & Distributors,5.25,0.00,1.24,45.81,No,B
A -Tex Home Collection,Garments & Apparels,0.95,0.00,1.78,11.27,No,B
G.Parandhamaiah & Co Cotton Ginning Mills,Other Textile Products,2.75,0.00,-1.54,8,No,B
RK Pulses Private Limited,Other Agricultural Products,3.89,0.00,1.04,9,No,B
Britto Timbers (P) Ltd.,Forest Products,2.59,0.00,0.60,18,No,B
Lakshmi Vinayaka Traders,Other Textile Products,4.22,0.00,0.98,8,No,B
Agnivesh Enterprises,Iron & Steel Products,0.22,0.00,1.02,20,No,B
